qid,article_id,cosine_similarity
02-TN-31,LGD-103,0.7180701494216919
02-TN-31,LGD-80,0.606902003288269
02-TN-31,LGD-33,0.5692639946937561
02-TN-31,LGD-92,0.8385470509529114
02-TN-31,LGD-60,0.7352062463760376
02-TN-31,LGD-54,0.5903239250183105
02-TN-31,LGD-61,0.6368287801742554
02-TN-31,LGD-62,0.5816864967346191
02-TN-31,LGD-77,0.6170668005943298
02-TN-31,LGD-63,0.529987096786499
02-TN-31,LGD-74,0.689060628414154
02-TN-31,LGD-48,0.6534907817840576
02-TN-31,LGD-65,0.764297604560852
02-TN-31,LGD-99,0.6786609888076782
02-TN-31,LGD-24,0.747779369354248
02-TL-7,LGD-46,0.8389182090759277
02-TL-7,LGD-41,0.8319681882858276
02-TL-7,LTN-25,0.528883695602417
02-TL-7,LGD-4,0.7551560401916504
02-TL-7,LGD-87,0.5041149854660034
02-TL-7,LTN-33,0.5593316555023193
02-TL-7,LPCMT-7,0.33763763308525085
02-TL-7,LGD-5,0.7123932838439941
02-TL-7,LANN-34,0.34569263458251953
02-TL-7,LGD-93,0.7866305112838745
02-TL-7,LGD-90,0.5997827649116516
02-TL-7,LHNVGD-4,0.37555480003356934
02-TL-7,LTCTT-35,0.48910459876060486
02-TL-7,LTN-32,0.5067862272262573
02-TL-7,LVC-58,0.31509530544281006
02-TL-7,LGD-107,0.7431150674819946
02-TL-7,LGD-13,0.8803519606590271
02-TL-7,LGD-14,0.6790645718574524
02-TL-7,LHNVGD-72,0.563788652420044
02-TL-7,LVC-3,0.35541898012161255
02-DS-93,LTTHC-273,0.5450501441955566
02-DS-93,LTTHC-242,0.8815940618515015
02-DS-93,LTTHC-272,0.7448145151138306
02-DS-93,LTTHC-194,0.9059165716171265
02-DS-93,LTTHC-275,0.5266579389572144
02-DS-93,LTTHC-276,0.5741719603538513
02-DS-93,LTTHC-311,0.578697919845581
02-DS-93,LTTHC-7,0.5566139221191406
02-DS-93,LTTHC-285,0.8968057632446289
02-DS-93,LTTHC-266,0.26137828826904297
02-DS-93,LTTHC-274,0.8969429731369019
02-DS-93,LTTHC-11,0.917322039604187
02-DS-93,LTTHC-253,0.8817190527915955
02-DS-93,LTTHC-262,0.40326547622680664
02-DS-93,LTTHC-281,0.8692903518676758
02-DS-93,LTTHC-309,0.8365199565887451
02-DS-93,LTTHC-46,0.7752598524093628
02-DS-93,LTTHC-279,0.14177393913269043
02-DS-93,LTTHC-34,0.8014270067214966
02-DS-93,LTTHC-345,0.23283860087394714
02-TN-70,LTTHC-83,0.8297209739685059
02-TN-70,LTTHC-84,0.9158208966255188
02-TN-70,LTTHC-259,-0.008734431117773056
02-TN-70,LTTHC-93,0.9379332065582275
02-TN-70,LTTHC-55,0.9232776165008545
02-TN-70,LTTHC-246,0.7349814176559448
02-TN-70,LTTHC-133,0.7936269044876099
02-TN-70,LTTHC-131,0.7185935378074646
02-TN-70,LTTHC-92,0.2515915632247925
02-TN-70,LTTHC-227,0.8489557504653931
02-TN-70,LTTHC-9,0.8897113800048828
02-TN-70,LTTHC-293,0.7148374915122986
02-TN-70,LTTHC-187,0.774593710899353
02-TN-70,LTTHC-18,0.8504908084869385
02-TN-70,LTTTM-46,0.8379100561141968
02-TN-70,LTTHC-38,0.7664891481399536
02-TN-70,LTTHC-66,0.21372000873088837
02-TN-70,LTTHC-98,0.8573117256164551
02-TN-70,LTTHC-141,0.7612823843955994
02-TN-70,LTTHC-7,0.5779823064804077
02-DS-13,LHNVGD-74,0.87269127368927
02-DS-13,LHNVGD-37,0.9227492809295654
02-DS-13,LTTHC-339,0.006959144026041031
02-DS-13,BLDS-603,-0.11770526319742203
02-DS-13,BLDS-499,0.2475196123123169
02-DS-13,LTTHC-72,0.07616693526506424
02-DS-13,BLDS-601,0.05933431535959244
02-DS-13,BLDS-586,0.7539989352226257
02-DS-13,BLDS-585,0.45581328868865967
02-DS-13,BLDS-605,0.15122495591640472
02-DS-13,LVC-55,0.41081011295318604
02-DS-13,BLDS-171,0.6436342000961304
02-DS-13,BLDS-596,0.26926180720329285
02-DS-13,BLDS-599,0.4663459062576294
02-DS-13,BLDS-577,0.3615061640739441
02-DS-13,BLDS-428,0.027491020038723946
02-DS-13,BLDS-555,0.34204116463661194
02-DS-13,BLDS-584,0.6496452689170837
02-DS-13,LBVMT-130,0.23364421725273132
02-DS-13,BLDS-593,0.049358516931533813
02-TN-83,LTTHC-205,0.9576972723007202
02-TN-83,LTTHC-207,0.8868263363838196
02-TN-83,LTTHC-206,0.7117935419082642
02-TN-83,LTTHC-208,0.8182435035705566
02-TN-83,LTTHC-117,0.6892225742340088
02-TN-83,LTTHC-225,0.7292832136154175
02-TN-83,LTTHC-210,0.8669920563697815
02-TN-83,LTTHC-233,0.6585348844528198
02-TN-83,LTTHC-229,0.6644585132598877
02-TN-83,LTTHC-217,0.5615209341049194
02-TN-83,LTTHC-209,0.35901787877082825
02-TN-83,LTTTM-37,0.7878597974777222
02-TN-83,LTTHC-97,0.5797410011291504
02-TN-83,BLDS-163,0.055726710706949234
02-TN-83,LTTTM-30,0.79300457239151
02-TN-83,LTTHC-250,0.2469247579574585
02-TN-83,LTTHC-219,0.681251049041748
02-TN-83,LTTHC-140,0.6077127456665039
02-TN-83,LTTHC-143,0.5173379778862
02-TN-83,BLDS-289,-0.22412431240081787
02-TL-42,LTTTM-47,0.968246340751648
02-TL-42,LTTHC-352,0.06233956664800644
02-TL-42,LTTHC-368,0.9388699531555176
02-TL-42,LTTTM-55,0.6846701502799988
02-TL-42,LTTHC-370,0.6184475421905518
02-TL-42,LTTTM-46,0.8944071531295776
02-TL-42,LTTTM-30,0.5773449540138245
02-TL-42,LTTTM-3,0.7359979748725891
02-TL-42,LTTTM-28,0.8613329529762268
02-TL-42,LTTTM-11,0.8093293905258179
02-TL-42,LTTTM-51,-0.21028746664524078
02-TL-42,LTTTM-2,0.6304630041122437
02-TL-42,LTTTM-1,0.689453661441803
02-TL-42,LTTTM-49,0.48936277627944946
02-TL-42,LTTHC-62,0.9174312353134155
02-TL-42,LTTTM-7,0.7635884881019592
02-TL-42,LTTTM-34,0.8392572402954102
02-TL-42,LBVMT-134,0.27080392837524414
02-TL-42,LTTTM-66,0.3721650242805481
02-TL-42,LTTHC-86,0.8387806415557861
02-TN-52,LTTTM-51,0.04895880073308945
02-TN-52,LTTHC-328,0.04075703024864197
02-TN-52,BLDS-303,0.5996755361557007
02-TN-52,BLDS-439,0.5973038673400879
02-TN-52,BLDS-3,0.16217263042926788
02-TN-52,BLDS-346,0.8125519156455994
02-TN-52,LTT-54,0.014600537717342377
02-TN-52,LTTTM-49,0.1708160936832428
02-TN-52,LTTHC-28,0.04113444685935974
02-TN-52,LTTHC-320,0.03255697339773178
02-TN-52,BLDS-304,0.6759064793586731
02-TN-52,BLDS-317,0.45284244418144226
02-TN-52,BLDS-465,0.5048666596412659
02-TN-52,BLDS-329,0.5860415697097778
02-TN-52,BLDS-350,0.6074017882347107
02-TN-52,LHNVGD-59,0.4931953251361847
02-TN-52,BLDS-499,0.5925606489181519
02-TN-52,LDL-53,0.1758333146572113
02-TN-52,LCT-36,0.5360513925552368
02-TN-52,BLDS-309,0.6877873539924622
01-DS-34,LDA-8,0.9217808842658997
01-DS-34,LDA-3,0.8293370604515076
01-DS-34,LDA-22,0.8686422109603882
01-DS-34,LDA-19,0.8827540874481201
01-DS-34,LDA-27,0.7732492089271545
01-DS-34,LDA-9,0.7867273092269897
01-DS-34,LDA-30,0.7875077724456787
01-DS-34,LDL-38,0.2490224987268448
01-DS-34,LDA-47,0.8393344879150391
01-DS-34,LDL-30,0.25141429901123047
01-DS-34,LTTTM-76,0.4222811758518219
01-DS-34,LDL-9,0.1375827044248581
01-DS-34,LDL-44,0.25813812017440796
01-DS-34,LGD-108,0.35659152269363403
01-DS-34,LBVMT-59,0.06117529794573784
01-DS-34,LDA-10,0.8410943746566772
01-DS-34,LTTTM-78,0.4031035900115967
01-DS-34,LGD-107,0.33249610662460327
01-DS-34,LTTTM-17,0.22781535983085632
01-DS-34,LGD-93,0.29070091247558594
02-TN-18,LHNVGD-114,0.9446534514427185
02-TN-18,LHNVGD-106,0.8653057217597961
02-TN-18,LHNVGD-107,0.7368422746658325
02-TN-18,BLDS-651,0.028046319261193275
02-TN-18,BLDS-52,0.46226125955581665
02-TN-18,LCT-20,0.5084431171417236
02-TN-18,BLDS-51,0.4148135781288147
02-TN-18,LHNVGD-3,0.24717000126838684
02-TN-18,LHNVGD-113,0.9134684801101685
02-TN-18,LCT-10,0.45266538858413696
02-TN-18,LCT-30,0.24814920127391815
02-TN-18,LHNVGD-118,0.6042172908782959
02-TN-18,LHNVGD-104,0.8814421892166138
02-TN-18,BLDS-379,0.21208399534225464
02-TN-18,BLDS-593,0.34900447726249695
02-TN-18,LHNVGD-108,0.6846098303794861
02-TN-18,LHNVGD-112,0.8437263369560242
02-TN-18,LHNVGD-42,0.4050332307815552
02-TN-18,LHNVGD-111,0.8389272689819336
02-TN-18,LHNVGD-119,0.4902939796447754
01-TN-35,LTTTM-49,-0.09047352522611618
01-TN-35,LTTHC-320,0.16057148575782776
01-TN-35,LTTHC-328,-0.043464306741952896
01-TN-35,LHNVGD-8,-0.03677685931324959
01-TN-35,LANN-9,0.43838268518447876
01-TN-35,LTTHC-329,-0.06060571223497391
01-TN-35,BLDS-117,0.2212473452091217
01-TN-35,LTCTT-15,0.2520679533481598
01-TN-35,LTTHC-71,0.5187290906906128
01-TN-35,LTTHC-318,0.13429976999759674
01-TN-35,LTTHC-57,-0.05626443773508072
01-TN-35,BLDS-123,0.5392345190048218
01-TN-35,LVC-56,-0.032586295157670975
01-TN-35,LTTHC-339,0.20105129480361938
01-TN-35,BLDS-125,0.29144585132598877
01-TN-35,LTTHC-68,0.18311892449855804
01-TN-35,LTTHC-340,0.11084070801734924
01-TN-35,LCN-19,0.16388939321041107
01-TN-35,BLDS-94,0.034615784883499146
01-TN-35,BLDS-156,-0.1557825207710266
02-DS-71,LTTHC-318,0.7058661580085754
02-DS-71,LTTHC-324,0.543300986289978
02-DS-71,LTTHC-37,0.834758460521698
02-DS-71,LTTHC-326,0.43550729751586914
02-DS-71,LTTHC-339,0.2249225378036499
02-DS-71,LTTHC-30,0.6629456281661987
02-DS-71,LTTHC-38,0.9168721437454224
02-DS-71,LTTHC-323,0.6661202907562256
02-DS-71,LTTHC-322,0.43195289373397827
02-DS-71,LTTHC-320,0.7432355880737305
02-DS-71,LTTHC-28,0.6134155988693237
02-DS-71,LTTHC-25,0.8280705213546753
02-DS-71,LTTHC-54,0.8715479373931885
02-DS-71,LANN-8,0.04532155394554138
02-DS-71,LTTHC-327,0.7657586932182312
02-DS-71,LTTHC-328,0.523613452911377
02-DS-71,LTTHC-300,0.4582984447479248
02-DS-71,LTTHC-60,0.7738622426986694
02-DS-71,LTTHC-27,0.8360697031021118
02-DS-71,LTTHC-62,0.7709997892379761
02-DS-116,LTCTT-6,0.9405450820922852
02-DS-116,LTCTT-34,0.910085916519165
02-DS-116,LTCTT-5,0.885833740234375
02-DS-116,LTCTT-10,0.8790059089660645
02-DS-116,LTCTT-18,0.8559587001800537
02-DS-116,LTCTT-7,0.9139199256896973
02-DS-116,LTTHC-136,0.4510015547275543
02-DS-116,LTCTT-35,0.8396839499473572
02-DS-116,LTCTT-1,0.8753249645233154
02-DS-116,LTCTT-3,0.8860430121421814
02-DS-116,LTCTT-8,0.8384420871734619
02-DS-116,LTCTT-15,0.7251192331314087
02-DS-116,LDA-38,0.2543793320655823
02-DS-116,LTCTT-14,0.6833948493003845
02-DS-116,LTCTT-19,0.8489043116569519
02-DS-116,LTCTT-16,0.8475490808486938
02-DS-116,LTTHC-139,0.48449236154556274
02-DS-116,LTCTT-2,0.9102907776832581
02-DS-116,LTCTT-28,0.867050290107727
02-DS-116,LTCTT-33,0.8691506385803223
02-TN-128,HP-99,0.9275522232055664
02-TN-128,HP-100,0.52048659324646
02-TN-128,HP-95,0.7389765977859497
02-TN-128,HP-82,0.4752790331840515
02-TN-128,HP-98,0.7594188451766968
02-TN-128,LVC-31,0.5401870012283325
02-TN-128,LBVMT-92,0.017694484442472458
02-TN-128,LGD-52,0.3728634715080261
02-TN-128,LDA-14,0.19492343068122864
02-TN-128,LCT-36,0.301897794008255
02-TN-128,LTN-39,0.4998723864555359
02-TN-128,LTN-38,0.5533497333526611
02-TN-128,LVC-47,0.6444296836853027
02-TN-128,LCT-35,0.12753869593143463
02-TN-128,LTCTT-35,0.5031153559684753
02-TN-128,LBVMT-115,0.30441075563430786
02-TN-128,LBVMT-118,0.21793213486671448
02-TN-128,LBVMT-41,0.15161003172397614
02-TN-128,LCN-79,0.15568405389785767
02-TN-128,LTTHC-328,0.23506629467010498
01-TN-31,LDA-31,0.9764119982719421
01-TN-31,LDA-27,0.9050158262252808
01-TN-31,LDA-34,0.7931668758392334
01-TN-31,LVC-9,0.2797103822231293
01-TN-31,LDA-28,0.867504358291626
01-TN-31,LDA-29,0.8452714681625366
01-TN-31,LDA-21,0.8310525417327881
01-TN-31,LDA-14,0.8435145616531372
01-TN-31,LDA-9,0.7814821004867554
01-TN-31,LDA-19,0.8264225721359253
01-TN-31,LDA-18,0.8401123285293579
01-TN-31,LDA-3,0.8305769562721252
01-TN-31,LDA-33,0.8468927145004272
01-TN-31,LGD-32,0.3825567960739136
01-TN-31,LDA-30,0.798825204372406
01-TN-31,LTTHC-91,0.24373826384544373
01-TN-31,LDA-32,0.8383597731590271
01-TN-31,LGD-25,0.365833580493927
01-TN-31,LDA-47,0.8443365097045898
01-TN-31,LDA-25,0.7581674456596375
02-DS-45,BLDS-154,0.9255896806716919
02-DS-45,BLDS-157,0.9365769624710083
02-DS-45,LTTHC-116,0.9263385534286499
02-DS-45,BLDS-156,0.8559401035308838
02-DS-45,LTTHC-122,0.4540627896785736
02-DS-45,BLDS-150,0.8606482744216919
02-DS-45,LTTHC-125,0.5353736281394958
02-DS-45,LTTHC-140,0.7727667689323425
02-DS-45,LTTTM-44,0.6342421770095825
02-DS-45,BLDS-153,0.49438926577568054
02-DS-45,LTTHC-234,0.7244422435760498
02-DS-45,BLDS-588,0.9103034734725952
02-DS-45,BLDS-429,0.7998906373977661
02-DS-45,LTTHC-330,0.7310619354248047
02-DS-45,LTTHC-25,0.648715615272522
02-DS-45,BLDS-151,0.4903389513492584
02-DS-45,BLDS-149,0.4965183436870575
02-DS-45,LTTHC-126,0.7011682391166687
02-DS-45,LTTHC-146,0.6406283378601074
02-DS-45,LTTHC-246,0.6261483430862427
02-DS-143,LTTHC-300,0.14562231302261353
02-DS-143,LCT-24,0.10180847346782684
02-DS-143,LHNVGD-3,0.11633176356554031
02-DS-143,BLDS-52,0.3248418867588043
02-DS-143,LCT-29,0.041121724992990494
02-DS-143,LHNVGD-112,0.2822068929672241
02-DS-143,LVC-22,0.2545177936553955
02-DS-143,BLDS-31,0.19614672660827637
02-DS-143,LHNVGD-105,0.2798559367656708
02-DS-143,HP-18,0.04855303838849068
02-DS-143,BLDS-672,0.2097064107656479
02-DS-143,HP-17,0.3208234906196594
02-DS-143,BLDS-80,0.08475806564092636
02-DS-143,LCT-20,0.20235693454742432
02-DS-143,LTN-29,0.6372456550598145
02-DS-143,HP-65,0.7281544208526611
02-DS-143,LGD-54,0.24209868907928467
02-DS-143,BLDS-673,0.38887232542037964
02-DS-143,LHNVGD-107,0.2933645248413086
02-DS-143,HP-4,0.8198161125183105
02-TL-17,LTTHC-134,0.9036149978637695
02-TL-17,LTTHC-20,0.9192712903022766
02-TL-17,LTTHC-249,0.764962375164032
02-TL-17,LTTHC-37,0.5934092998504639
02-TL-17,LTTHC-138,0.7285358905792236
02-TL-17,LTTHC-140,0.7025914192199707
02-TL-17,LTTHC-38,0.6889125108718872
02-TL-17,LTTHC-245,0.5307344198226929
02-TL-17,LTTHC-42,0.33230653405189514
02-TL-17,LTTHC-25,0.5973764657974243
02-TL-17,LTTHC-298,0.5918975472450256
02-TL-17,LTTHC-127,0.5744016766548157
02-TL-17,LTTHC-136,0.7971697449684143
02-TL-17,LTTHC-135,0.6922781467437744
02-TL-17,LTTHC-7,0.5173399448394775
02-TL-17,LTTHC-46,0.6501202583312988
02-TL-17,LTTHC-92,0.14750193059444427
02-TL-17,LTTHC-6,0.567986249923706
02-TL-17,LTTHC-34,0.7005285620689392
02-TL-17,LTTHC-35,0.6693121194839478
02-DS-191,LANN-23,0.970365047454834
02-DS-191,LANN-15,0.8962604999542236
02-DS-191,LANN-16,0.4939269423484802
02-DS-191,LANN-25,0.9339503049850464
02-DS-191,LANN-37,0.8933783173561096
02-DS-191,LANN-34,0.9079176187515259
02-DS-191,LANN-17,0.7825736999511719
02-DS-191,LANN-4,0.9304834604263306
02-DS-191,LANN-20,0.8554196357727051
02-DS-191,LANN-21,0.9098554849624634
02-DS-191,LANN-24,0.9458415508270264
02-DS-191,LANN-13,0.9424014091491699
02-DS-191,LANN-39,0.8349710702896118
02-DS-191,LANN-36,0.9365497827529907
02-DS-191,LANN-5,0.8796689510345459
02-DS-191,LANN-7,0.8502112627029419
02-DS-191,LANN-33,0.78855299949646
02-DS-191,LANN-14,0.9335089921951294
02-DS-191,LANN-42,0.9369564652442932
02-DS-191,LANN-8,0.6035429835319519
02-DS-27,LGD-46,0.9535543918609619
02-DS-27,LGD-27,0.831632673740387
02-DS-27,HP-61,0.951915979385376
02-DS-27,LGD-17,0.9221580624580383
02-DS-27,LDL-5,0.36268335580825806
02-DS-27,LGD-105,0.9019984006881714
02-DS-27,LTN-5,0.40431684255599976
02-DS-27,LDL-74,0.30742788314819336
02-DS-27,LGD-96,0.8464305400848389
02-DS-27,LGD-98,0.8552854657173157
02-DS-27,LDA-5,0.356534481048584
02-DS-27,LGD-19,0.8034038543701172
02-DS-27,LGD-54,0.47551092505455017
02-DS-27,LGD-65,0.8843140602111816
02-DS-27,LTN-40,0.4693976044654846
02-DS-27,LCT-5,0.2045007348060608
02-DS-27,LGD-110,0.8025500774383545
02-DS-27,LBVMT-143,0.19935283064842224
02-DS-27,LGD-44,0.9139533042907715
02-DS-27,HP-58,0.4389740824699402
02-DS-92,LTTHC-274,0.8155288696289062
02-DS-92,LTTHC-241,0.9715982675552368
02-DS-92,LTTHC-234,0.7471295595169067
02-DS-92,LTTHC-242,0.9531211853027344
02-DS-92,LTTHC-233,0.8925181031227112
02-DS-92,LTTHC-275,0.35283035039901733
02-DS-92,LTTHC-235,0.624079704284668
02-DS-92,LTTHC-253,0.9496959447860718
02-DS-92,LTTHC-272,0.6204768419265747
02-DS-92,LTTHC-243,0.9303975701332092
02-DS-92,LTTHC-46,0.8029453158378601
02-DS-92,LTTHC-11,0.8787844181060791
02-DS-92,LTTHC-349,0.8601291179656982
02-DS-92,LTTHC-273,0.3449817895889282
02-DS-92,LTTHC-229,0.9136048555374146
02-DS-92,LTTHC-285,0.8754832148551941
02-DS-92,LTTHC-194,0.9229400157928467
02-DS-92,LTTHC-197,0.640561044216156
02-DS-92,LTTHC-7,0.5936405062675476
02-DS-92,LTTHC-34,0.8903321027755737
02-DS-62,BLDS-394,0.9751052856445312
02-DS-62,BLDS-397,0.9594467282295227
02-DS-62,BLDS-391,0.952704906463623
02-DS-62,BLDS-408,0.8457223176956177
02-DS-62,BLDS-406,0.7682888507843018
02-DS-62,BLDS-400,0.9279658794403076
02-DS-62,BLDS-390,0.9235242605209351
02-DS-62,BLDS-396,0.8819219470024109
02-DS-62,BLDS-387,0.8659589290618896
02-DS-62,BLDS-395,0.8588919043540955
02-DS-62,BLDS-393,0.945896327495575
02-DS-62,BLDS-405,0.8675251007080078
02-DS-62,BLDS-388,0.9449844360351562
02-DS-62,BLDS-423,0.8547671437263489
02-DS-62,BLDS-392,0.8591713309288025
02-DS-62,BLDS-420,0.884960412979126
02-DS-62,BLDS-389,0.9290831089019775
02-DS-62,LTTTM-57,0.421268105506897
02-DS-62,BLDS-386,0.9246006011962891
02-DS-62,BLDS-354,0.12879107892513275
02-DS-131,HP-1,0.8563755750656128
02-DS-131,LBVMT-2,0.548542857170105
02-DS-131,LTTHC-2,0.20752274990081787
02-DS-131,BLDS-197,0.3185485601425171
02-DS-131,HP-53,0.3349563479423523
02-DS-131,LTTHC-233,0.06620623171329498
02-DS-131,LTTHC-318,0.28356826305389404
02-DS-131,LTT-31,0.10995839536190033
02-DS-131,LBVMT-35,0.013117114081978798
02-DS-131,HP-111,0.41049468517303467
02-DS-131,LTN-12,0.7217361330986023
02-DS-131,LGD-17,0.2744952440261841
02-DS-131,LTTHC-339,0.20156890153884888
02-DS-131,HP-12,0.7339898943901062
02-DS-131,LTN-8,0.45896321535110474
02-DS-131,LPCMT-51,0.28717297315597534
02-DS-131,LPCMT-52,0.27231067419052124
02-DS-131,HP-20,0.3068358302116394
02-DS-131,LTCTT-3,0.34130293130874634
02-DS-131,BLDS-233,0.07866936177015305
02-TN-167,LTT-15,0.9297508001327515
02-TN-167,LTT-85,0.9302902817726135
02-TN-167,LTT-13,0.9576321244239807
02-TN-167,LTT-16,0.9231055974960327
02-TN-167,LTT-29,0.8786929249763489
02-TN-167,LTT-11,0.7150247097015381
02-TN-167,LTT-31,0.9487121105194092
02-TN-167,LTT-20,0.7221266031265259
02-TN-167,LTT-9,0.9193199276924133
02-TN-167,LTT-19,0.21728351712226868
02-TN-167,LTT-27,0.8741631507873535
02-TN-167,LTT-32,0.5663813352584839
02-TN-167,LTT-28,0.8881790041923523
02-TN-167,LTT-2,0.8390673995018005
02-TN-167,LTT-34,0.7061526775360107
02-TN-167,LTT-22,0.8845201134681702
02-TN-167,LTT-23,0.7430298328399658
02-TN-167,LTT-14,0.7972869277000427
02-TN-167,LTT-21,0.7404700517654419
02-TN-167,LTT-36,0.89963299036026
01-TN-6,LTTTM-10,0.8716406226158142
01-TN-6,LTTHC-64,0.7858787178993225
01-TN-6,LTTHC-21,0.8533024787902832
